country,ico_start,ico_end,price_usd,success,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Singapore,28/10/2018,14/11/2018,1,Y,0.7,NA,2.10E+08,Yes,1,0,USA,0.1 ETH,NA,06/10/2018,10/10/2018,0.5,"ETH, BTC, fiat",https://ico.bitex.global/docs/XBX-Token-WhitePaper.pdf,https://www.linkedin.com/company/bitex-global/,None,https://ico.bitex.global/?utm_source=icobench,3,9,1
Israel,12/09/2017,13/10/2017,0.39,Y,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://drive.google.com/file/d/0B6VVmGzOdFPBM1didzVHMlBTd3c/view,https://www.linkedin.com/company/bitjob/,https://www.github.com/bitjobteam?tab=repositories,https://bitjob.io/?utm_source=icobench,3,25,1
Switzerland,25/03/2018,25/04/2018,2.10E-03,Y,0.34,NA,4.20E+10,No,0,0,NA,0.05 ETH,NA,26/10/2017,09/11/2017,NA,ETH,https://github.com/Bit-Nation/Pangea-Docs/raw/master/BITNATION%20Pangea%20Whitepaper%202017.pdf,https://www.linkedin.com/company/bitnation/,https://www.github.com/Bit-Nonetion?tab=repositories,https://tse.bitnation.co/?utm_source=icobench,3.9,18,1
Singapore,01/04/2018,08/06/2018,0.1759,Y,0.75,NA,2.54E+08,Yes,1,0,None,"10,000 USD",NA,NA,NA,NA,"BTC, ETH, COSS",https://bittwatt.com/static/files/Bittwatt-Whitepaper-EN.pdf,https://www.linkedin.com/company/bittwatt-pte-ltd/,None,https://www.bittwatt.com?utm_source=icobench,3,15,1
UK,09/02/2018,02/03/2018,1.11,Y,0.55,NA,1.30E+08,NA,0,0,NA,NA,NA,18/12/2017,09/02/2018,0.88076775,"ETH, BTC, Fiat",https://daxt.io/dist/BlockEx%20Initial%20Coin%20Offering%20Market%20&%20Digital%20Asset%20Exchange%20Token%20White%20Paper.pdf,https://www.linkedin.com/company/blockex/,None,https://daxt.io/?utm_source=icobench,4,16,1
Singapore,03/12/2018,17/01/2019,4.00E-04,N,0.6,NA,1.20E+09,No,0,0,"USA, China",0.1 ETH,NA,17/11/2018,02/12/2018,3.48E-04,ETH,https://blockhipo.online/wp-content/uploads/2018/10/WHITEPAPER.pdf,NA,https://www.github.com/Blockhipo?tab=repositories,https://blockhipo.online?utm_source=icobench,3,5,1
USA,08/10/2017,08/11/2017,0.2987,N,NA,NA,33700000,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://blockmason.io/cp-whitepaper/Introduction-amp-Features/,https://www.linkedin.com/company/blockmason-inc/,https://www.github.com/blockmason?tab=repositories,https://blockmason.io/projects/ico/?utm_source=icobench,2.9,4,1
USA,30/11/2017,01/01/2018,0.7,Y,0.5,NA,1.50E+08,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://hellobloom.io/whitepaper.pdf,https://www.linkedin.com/company/hellobloom/,None,https://hellobloom.io/?utm_source=icobench,3.2,4,1
Netherlands,02/04/2019,31/08/2019,7.00E-02,N,0.7,NA,4.90E+08,No,0,0,NA,NA,NA,02/04/2019,31/08/2019,NA,ETH,https://www.bluehillfoundation.com/docs/whitepaper.pdf,https://www.linkedin.com/company/bluehillfoundation/,https://www.github.com/BlueHillFoundation?tab=repositories,https://bluehillfoundation.com/?utm_source=icobench,3,NA,1
UK,16/07/2018,30/08/2018,2.4327,N,0.36,NA,3600000,No,1,0,None,0.05 BTC,NA,26/03/2018,15/07/2018,1.742281045,BTC,https://drive.google.com/file/d/1lrQ5W3c9gH90HV_HzOyLkQca9GKjF0Vg/view,https://www.linkedin.com/company/yanda-io/,None,https://bmybit.com?utm_source=icobench,3.1,9,0
Bulgaria,08/08/2018,08/10/2018,5.23E-02,N,0.76,NA,3.80E+08,No,1,0,USA,10 USD,NA,11/05/2018,15/06/2018,0.08,ETH,http://box2table.com/ico/docs/Box2Table_WHITEPAPER.pdf,NA,None,http://ico.box2table.com?utm_source=icobench,3,1,1
Israel,23/07/2018,23/09/2018,0.01,N,0.6,NA,1.20E+09,No,1,0,USA,NA,Available,09/07/2018,23/07/2018,0.01,"ETH, BTC",http://brainerz.io/images/whitepaper-1.0.pdf,NA,https://www.github.com/BrainerZ?tab=repositories,https://www.brainerz.io?utm_source=icobench,3.1,NA,1
Australia,26/11/2017,26/12/2017,0.77,Y,0.6,NA,6.00E+07,NA,0,0,NA,NA,NA,15/10/2017,16/10/2017,NA,ETH,https://canya.io/assets/docs/WhitePaper.pdf,https://www.linkedin.com/company/invictuscapital/,https://www.github.com/CanYaCoinSale?tab=repositories,https://canya.io/?utm_source=icobench,3.1,16,1
Isle of Man,01/06/2018,30/06/2018,0.25,N,0.000252,NA,1.20E+08,No,1,0,"USA, South Korea",NA,NA,16/04/2018,29/04/2018,NA,ETH,http://cardium.world/files/Cardium_White%20Paper_English.pdf,https://www.linkedin.com/company/cardium/about/,https://www.github.com/Cardium-world?tab=repositories,https://cardium.world?utm_source=icobench,3,3,1
USA,01/09/2018,15/07/2019,7.50E-03,N,0.6,NA,1.25E+09,Yes,1,0,None,NA,Available,NA,NA,NA,NA,https://drive.google.com/open?id=1XmoTeJ1vRiFyr2ZYQBkH2SP0F-jS2ZGU,https://www.linkedin.com/company/Kauricrypto,None,https://coin.carsmartt.com?utm_source=icobench,2.8,10,1
Russia,26/10/2017,18/11/2017,0.847,Y,0.6,NA,6.00E+07,NA,0,0,NA,NA,NA,26/08/2017,30/08/2017,NA,"BTC, ETH, WAVES, Fiat",https://cashpokerpro.io/whitepaper.pdf,NA,https://www.github.com/cashpokerpro-dev?tab=repositories,https://cashpokerpro.io/?utm_source=icobench,3.1,NA,1
UK,15/03/2019,15/04/2019,1.1308,N,0.7,NA,7.00E+09,Yes,1,0,"Syria, Afaghanistan, Pakistan, Ethyopia, Somalia, North Korea",10 ETH,NA,07/01/2019,15/03/2019,0.6846264,"ETH, BTC, BCH, LTC, ZCH, XMR, DASH",https://mycaxi.com/wp-content/uploads/2019/01/WHITE-PAPER-ICO-CAXI-1.pdf,NA,None,https://mycaxi.com?utm_source=icobench,3,5,1
Netherlands,01/10/2018,30/11/2018,9.23E-02,N,0.65,NA,6.50E+07,NA,0,0,NA,NA,NA,21/02/2018,17/04/2018,NA,"BTC, ETH",https://ccint.io/wp-content/uploads/2018/04/CCINT-White-paper-v1.5.pdf,https://www.linkedin.com/company/ccint/,None,http://ccint.io?utm_source=icobench,3,5,1
Armenia,09/11/2017,30/11/2017,0.45,Y,NA,NA,NA,NA,0,0,NA,NA,NA,25/08/2017,15/09/2017,NA,ETH,http://ccore.io/EN-whitepaper.pdf,NA,None,http://ccore.io/?utm_source=icobench,2.7,6,1
Ukraine,01/05/2018,30/06/2018,0.526,N,0.69,NA,52499901,No,0,0,NA,NA,NA,01/04/2018,30/04/2018,NA,ETH,https://certore.com/media/whitepaper.pdf,NA,https://www.github.com/certore?tab=repositories,https://certore.com/?utm_source=icobench,3,4,1
Estonia,04/09/2018,25/12/2018,NA,N,0.62,NA,2.00E+08,Yes,0,0,None,NA,Available,NA,NA,NA,NA,https://cewnote.com/img/Whitepaper%20Cewnote%20PDF.pdf,https://www.linkedin.com/company/lambdaim/,https://www.github.com/cewnote?tab=repositories,https://cewnote.com/?utm_source=icobench,3,5,1
New Zealand,28/02/2018,28/03/2018,0.449,Y,0.4,NA,NA,No,0,0,"USA, Singapore, China",10 CBT,NA,NA,NA,NA,"BTC, ETH, LTC, DASH",https://cdn.cibus.world/wp-content/uploads/2018/01/cibus-whitepaper-version-1.6.pdf,https://www.linkedin.com/company/cibus-world/,https://www.github.com/cibusworld?tab=repositories,https://cibus.world/?utm_source=icobench,3.7,1,1
Unknown,01/07/2018,30/11/2018,1,N,0.64,NA,3500000,NA,0,0,NA,57 USD,NA,21/05/2018,20/06/2018,NA,"BTC, ETH",https://clearcost.io/WP-en.pdf,NA,https://www.github.com/visit111?tab=repositories,http://clearcost.io?utm_source=icobench,3,11,1
USA,01/12/2017,01/01/2018,3.81,N,0.51,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://climatecoin.io/wp-content/uploads/2017/09/CLIMATECOIN-WHITEPAPER-1.pdf,https://www.linkedin.com/company/climatetrade/,https://www.github.com/climatecoinio?tab=repositories,https://climatecoin.io/?utm_source=icobench,3.6,13,1
Singapore,30/03/2018,30/04/2018,0.3,Y,0.12,NA,3.00E+08,Yes,1,0,USA,150 USD,NA,13/11/2017,23/02/2018,NA,ETH,https://docsend.com/view/8n3qizs,https://www.linkedin.com/company/cloudmoolah/,None,https://www.cloudmoolah.io?utm_source=icobench,3,12,1
Gibraltar,17/11/2017,17/12/2017,2.5,Y,NA,NA,12500000,NA,0,0,NA,"0.05 BTC, 0.5 ETH",NA,01/10/2017,26/10/2017,NA,"BTC, ETH",https://www.clout.io/docs/whitepaper.pdf,https://www.linkedin.com/company/cloutnetwork/,https://www.github.com/Clout-IO?tab=repositories,http://www.clout.io/?utm_source=icobench,3,16,1
USA,18/12/2017,25/02/2018,0.33,Y,0.5,NA,NA,NA,0,0,NA,0.1 ETH,NA,NA,NA,NA,ETH,https://static.coinlion.com/docs/CoinLion_Whitepaper_v2.0.pdf,https://www.linkedin.com/company/coinlion/,https://www.github.com/coin-lion?tab=repositories,https://coinlion.com/?utm_source=icobench,3.2,27,1
USA,09/03/2018,06/04/2018,0.636,Y,0.49,NA,52500000,NA,0,0,NA,0.01 ETH,NA,NA,NA,NA,ETH,https://docs.google.com/document/d/1ePI50Vd9MGdkPnH0KdVuhTOOSiqmnE7WteGDtG10GuE/edit?usp=sharing,NA,https://www.github.com/CoinvestHQ?tab=repositories,https://coinve.st/?utm_source=icobench,4.1,14,1
Belarus,30/10/2017,30/11/2017,2.40E-02,N,NA,NA,1250200000,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://coppay.io/docs/CopPay_Whitepaper_EN.pdf,https://www.linkedin.com/company/coppay/,https://www.github.com/CopPay-io?tab=repositories,https://coppay.io/?utm_source=icobench,3.3,5,1
UK,21/01/2019,13/03/2019,1.00E-03,N,NA,NA,1.64E+10,Yes,1,0,NA,NA,NA,NA,NA,NA,ETH,https://cravy.io/wp/cravy-wp.pdf,https://www.linkedin.com/company/cravyhq/,None,http://cravy.io?utm_source=icobench,2.7,6,1
Czech Republic,15/03/2018,30/04/2018,4.89E-02,Y,0.5,NA,2.50E+08,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://www.cryptelo.com/whitepaper,https://goo.gl/Tah3re,None,https://www.cryptelo.com/?utm_source=icobench,3,15,1
USA,16/10/2017,30/11/2017,1.1,Y,0.87,NA,7.50E+07,NA,0,0,NA,NA,NA,07/10/2017,14/10/2017,NA,ETH,https://static.crypto20.com/pdf/c20-whitepaper.pdf?_ga=2.234201118.1262054140.1506959553-494176506.1506855992,https://www.linkedin.com/company/crypto20/,https://www.github.com/cryptotwenty?tab=repositories,https://www.crypto20.com/?utm_source=icobench,3.5,18,1
Estonia,02/11/2018,02/03/2019,0.279,Y,0.7,NA,7.50E+07,Yes,1,0,"USA, China, Singapore",NA,NA,02/10/2018,02/11/2018,NA,NA,https://cryptocasher.io/assets/whitepapper/CryptoCasher-whitepapper.pdf,NA,None,https://cryptocasher.io/?utm_source=icobench,2.9,12,1
Estonia,01/09/2018,31/10/2018,295.34,N,0.81,NA,45360000,No,0,0,"USA, China",NA,NA,01/08/2018,31/08/2018,NA,"ETH, BTC, Fiat",https://cryptonsgame.com/wp-content/uploads/2018/04/wp-cryptons-en.pdf,https://www.linkedin.com/company/medkn/,https://www.github.com/CryptonsGame?tab=repositories,https://cryptonsgame.com?utm_source=icobench,3.2,18,1
Spain,01/05/2018,20/07/2018,0.05,Y,0.8,NA,1.00E+12,Yes,1,0,NA,100 CST,NA,16/04/2018,30/04/2018,NA,"ETH, BTC, Fiat",https://cryptosolartech.org/doc/cryptosolartech-whitepaper-en.pdf,https://www.linkedin.com/company/cryptosolartech/,https://www.github.com/cryptosolartech?tab=repositories,https://www.cryptosolartech.org/?utm_source=icobench,3.4,22,1
Russia,08/09/2017,08/10/2017,3.0949,Y,0.6,NA,6.00E+06,NA,0,0,NA,NA,NA,31/07/2017,07/08/2017,NA,ETH,http://crystal-clear.io/Whitepaper_english.pdf,https://www.linkedin.com/company/ccservice/,https://www.github.com/CrystalClearS?tab=repositories,http://crystal-clear.io/?utm_source=icobench,3,2,1
South Africa,15/02/2019,30/04/2019,0.6,N,0.5,NA,3.50E+07,No,0,0,NA,NA,NA,16/11/2018,31/12/2018,0.2,FIAT,https://custodi.io/custodi-whitepaper.pdf,https://www.linkedin.com/company/custodi-io/,https://www.github.com/custodi-io?tab=repositories,https://custodi.io?utm_source=icobench,3,17,1
Luxembourg,05/12/2017,05/01/2018,577.2,Y,NA,NA,NA,NA,0,0,NA,NA,NA,29/11/2017,03/12/2017,NA,ETH,https://www.cybertrust.io/CyberTrust-WhitePaper.pdf,https://www.linkedin.com/company/cybertrustbank/,None,https://cybertrust.io/?utm_source=icobench,3.4,12,1
UK,08/01/2018,07/02/2018,NA,N,0.7,NA,7.00E+08,NA,0,0,NA,NA,NA,01/12/2017,08/12/2017,NA,ETH,https://drive.google.com/file/d/0BxhuNRihFKvsTW9wS3BDVXRPSWc/view,https://www.linkedin.com/company/cycloshield-ltd/,https://www.github.com/cycloshield?tab=repositories,https://www.cycloshieldcoin.com/?utm_source=icobench,3,22,1
UK,29/01/2018,29/01/2018,0.5,Y,0.65,NA,1.00E+08,NA,0,0,NA,NA,NA,22/01/2018,29/01/2018,0.4,NA,https://dadi.cloud/public/files/dadi.white-paper.pdf,https://www.linkedin.com/company/edgenetwork/,https://www.github.com/dadi?tab=repositories,https://dadi.cloud/?utm_source=icobench,3,16,1
Estonia,29/01/2018,05/03/2018,0.28,Y,0.4,NA,4.00E+07,NA,0,0,NA,NA,NA,04/12/2017,08/12/2017,NA,ETH,https://daneel.io/whitepaper,https://www.linkedin.com/company/daneel-assistant/,https://www.github.com/project-daneel?tab=repositories,https://daneel.io/?utm_source=icobench,3.4,17,1
Singapore,29/06/2017,26/07/2017,0.1014,Y,NA,NA,133333328,NA,0,0,NA,NA,NA,NA,NA,NA,NA,https://github.com/DaoCasino/Whitepaper/blob/master/DAO.Casino%20WP.md,https://www.linkedin.com/company/daobet/,https://www.github.com/daocasino?tab=repositories,https://daobet.org/?utm_source=icobench,3.2,NA,1
Russia,31/12/2017,31/03/2018,1,N,NA,NA,6.60E+07,NA,0,0,NA,NA,NA,15/11/2017,31/12/2017,NA,ETH,http://darenta.io/en.pdf,https://www.linkedin.com/company/darenta/,None,http://darenta.io/?utm_source=icobench,2.8,6,1
Russia,01/11/2017,23/12/2017,1.44,N,NA,NA,8.40E+07,NA,0,0,NA,NA,NA,01/08/2017,17/08/2017,NA,"BTC, ETH, WAVES",https://goo.gl/dev5VE,https://www.linkedin.com/company/darfchain/,https://www.github.com/stanta?tab=repositories,http://www.darfchain.com/?utm_source=icobench,3.1,NA,1
Estonia,29/11/2017,27/01/2018,1.874,Y,NA,NA,66666666,NA,0,0,NA,NA,NA,27/08/2017,01/10/2017,0.347893005,ETH,https://descrow.com/images/WP_en.pdf,https://www.linkedin.com/company/descrow/,None,https://descrow.com/?utm_source=icobench,3,8,1
Canada,30/04/2018,30/06/2018,4.30E-02,N,0.61,NA,2.30E+07,No,0,0,NA,0.1 ETH,NA,21/03/2018,30/04/2018,4.32E-02,ETH,https://www.docdroid.net/juAYq03/whitepaper.pdf,NA,https://www.github.com/DigiDextoken?tab=repositories,https://www.digidextoken.io?utm_source=icobench,3,8,1
Netherlands,16/06/2019,30/09/2019,0.12,N,0.8,NA,4.80E+07,Yes,1,0,NA,0.1 ETH,NA,01/06/2019,15/06/2019,0.08,ETH,NA,NA,https://www.github.com/divider-token?tab=repositories,https://www.dividertoken.com?utm_source=icobench,3,3,1
USA,28/09/2017,12/10/2017,0.1,Y,0.37,NA,318200000,NA,0,0,NA,NA,NA,07/09/2017,27/09/2017,NA,"ETH, BTC",https://s3-us-west-1.amazonaws.com/ai.doc.static/pdf/whitepaper.pdf?_t=1524613092265,https://www.linkedin.com/company/doc.ai/,None,https://tokensale.doc.ai/?utm_source=icobench,3,12,1
Russia,01/04/2018,30/04/2018,0.1382,Y,0.6,NA,1.30E+08,Yes,1,0,NA,1 ETH,NA,NA,NA,NA,"ETH, Fiat",https://goo.gl/cHB38x,https://www.linkedin.com/company/docnota/,https://www.github.com/docnota?tab=repositories,https://docnota.io/?utm_source=icobench,3,4,1
British Virgin Islands,15/02/2018,15/03/2018,3.03,Y,0.53,NA,5.00E+08,No,1,0,NA,NA,NA,NA,NA,NA,"ETH, BTC, USD",https://bit.ly/drgtoken,https://www.linkedin.com/company/dragon-corporation/,None,https://drgtoken.io?utm_source=icobench,3,15,1
Singapore,21/11/2017,21/12/2017,8.12E-02,Y,0.5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"ETH, BTC",https://drive.google.com/file/d/0B-ngm-zezrFQaHNxaHZWTnNNMTA/view,https://www.linkedin.com/company/dropdeck/,https://www.github.com/dropdeck?tab=repositories,https://dropdeck.io/?utm_source=icobench,3.3,21,1
UK,07/05/2018,30/07/2018,0.1252,N,0.4,NA,3.40E+08,Yes,0,0,"USA, China",NA,NA,02/04/2018,30/04/2018,NA,ETH,https://dstadia.com/download/dstadia-white-paper-v1/,https://www.linkedin.com/company/dstadia/,https://www.github.com/dstadia?tab=repositories,https://dstadia.com?utm_source=icobench,3,8,1
Estonia,18/04/2019,18/05/2019,2.00E-03,N,0.65,NA,6.50E+09,No,0,0,NA,50 USD,Available,10/09/2019,10/10/2019,NA,"ETH, BTC",http://ico.guide-easy.com/whitepaper.pdf,NA,None,http://ico.guide-easy.com/?utm_source=icobench,2.9,9,1
Germany,06/01/2018,06/04/2018,7.70E-02,Y,0.4,NA,4.00E+07,No,1,0,"US, China",0.1 ETH,NA,06/11/2017,06/12/2017,2.99E-02,ETH,https://app.slidebean.com/p/qjOnhvTkN5/Edgecoin-Whitepaper,https://www.linkedin.com/company/edgecoin-io/,https://www.github.com/edgecoinli?tab=repositories,https://www.edgecoin.io/?utm_source=icobench,3.2,14,1
Singapore,21/09/2018,14/10/2018,0.1,N,0.4959,NA,3.64E+08,No,0,0,NA,NA,NA,NA,NA,NA,"ETH, BIN, BTC, Fiat",https://ehalal.io/wp-content/uploads/2018/08/eHalal-Whitepaper-Vers-2.1.pdf,NA,https://www.github.com/eHalalNetwork?tab=repositories,https://ehalal.io/?utm_source=icobench,3,3,1
Estonia,16/10/2017,15/11/2017,3.31E-02,Y,0.8,NA,NA,NA,0,0,NA,0.1 ETH,NA,NA,NA,NA,ETH,https://eloplay.github.io/docs/en/eloplay_whitepaper_en_1.pdf,NA,https://www.github.com/eloplay?tab=repositories,https://ico.eloplay.com/?utm_source=icobench,3,21,1
Bulgaria,15/04/2018,29/05/2018,5.62E-02,N,0.8,NA,363200000,No,0,0,None,NA,NA,NA,NA,NA,"BTC, ETH, fiat",https://emarketchain.co/whitepaper.pdf,NA,https://www.github.com/eMarketChain?tab=repositories,https://emarketchain.co/?utm_source=icobench,3,1,1
UK,01/10/2019,31/05/2020,436,N,0.22,NA,2.17E+08,No,1,0,"USA, China, Korea",NA,NA,01/08/2019,31/08/2019,NA,"ETH, BTC, LTC",https://encorestoken.uk/Whitepaper-Encores-10092019.pdf,NA,None,https://encorestoken.uk/?utm_source=icobench,3,15,1
Turkey,21/04/2018,21/05/2018,0.175,N,0.8,NA,4.00E+07,No,0,0,China,0.1 ETH,NA,NA,NA,NA,ETH,https://www.eniac.network/whitepaper.pdf,NA,None,https://www.eniac.network?utm_source=icobench,3.7,6,1
USA,11/09/2017,11/09/2017,0.6,Y,0.5,7.50E+07,7.50E+07,NA,0,0,NA,NA,Available,NA,NA,NA,"BTC, ETH",https://www.enigma.co/enigma_catalyst.pdf,https://www.linkedin.com/company/enigma-mpc-/,https://www.github.com/enigmampc?tab=repositories,http://token.enigma.co/?utm_source=icobench,3,5,1
Panama,01/03/2018,31/03/2018,0.12,N,0.6,4812217,12,No,0,0,"USA, China, Singapuore, Puerto Rico, Virgin Islands, Vietnam, Iran, North Korea, Syria, Cuba",100 Eroiy,NA,31/01/2018,28/02/2018,0.08,"BTC, ETH, Dash, Litecoin, XEM, FIAT",https://www.eroiy.io/files/whitepaper.pdf,NA,https://www.github.com/Eroiy?tab=repositories,https://www.eroiy.io/?utm_source=icobench,2.7,33,0
Russia,25/09/2017,09/10/2017,10,Y,NA,NA,1.00E+07,NA,0,0,NA,NA,NA,NA,NA,NA,"BTC, ETH, Fiat",https://esrwallet.io/en/wp.pdf,NA,None,https://esrwallet.io/?utm_source=icobench,3,NA,1
Switzerland,25/06/2018,08/07/2018,4.30E-02,Y,0.35,5.95E+08,5.95E+08,Yes,1,0,USA,NA,Available,15/03/2018,01/06/2018,NA,ETH,https://essentia.one/whitepaper_draft.pdf,https://www.linkedin.com/company/essentiaone/,https://www.github.com/essentiaone?tab=repositories,https://essentia.one/?utm_source=icobench,3.8,36,1
Canada,01/10/2017,29/10/2017,0.1,Y,NA,NA,5.00E+07,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://etherparty.io/Etherparty_White_Paper_EN.pdf,NA,https://www.github.com/etherparty?tab=repositories,https://etherparty.io/?utm_source=icobench,2.9,4,1
United Arab Emirates,15/03/2018,30/04/2018,0.2,Y,0.5,NA,2.40E+08,No,0,0,NA,1 ETH,NA,01/02/2018,08/03/2018,NA,"ETH, BTC, Fiat",https://ico.etherty.com/en/download-white-paper,NA,None,http://www.etherty.com?utm_source=icobench,3,15,1
British Virgin Islands,05/03/2018,06/04/2018,0.384,Y,0.46,NA,13800000,Yes,1,0,NA,NA,NA,30/01/2018,12/02/2018,1.071130005,"ETH, BTC",http://et4.io/ET4_WP_ENG.pdf,NA,https://www.github.com/eticket4ico?tab=repositories,http://et4.io/?utm_source=icobench,3,6,1
Poland,10/08/2018,10/09/2018,0.08,Y,0.7,NA,6.30E+07,No,0,0,NA,NA,NA,NA,NA,0.08,"ETH, BTC, BCH, LTC",https://excoins.io/wp-content/uploads/2018/07/WHITEPAPER-V1-1.pdf,NA,https://www.github.com/excoinsio?tab=repositories,https://excoins.io?utm_source=icobench,3,10,1
USA,21/12/2019,18/01/2020,62.2088,N,0.24,NA,3.00E+06,NA,0,0,NA,NA,NA,NA,NA,NA,"ETH, BTC, Fiat",https://exmrfoundation.org/whitepaper.pdf,https://www.linkedin.com/company/getcryptopayments/,https://www.github.com/exmrcoin?tab=repositories,https://exmrfoundation.org/?utm_source=icobench,3,10,1
Australia,27/06/2018,23/07/2018,5.00E-04,Y,0.5,NA,5.00E+08,No,0,0,NA,NA,Available,NA,NA,NA,ETH,https://extoke.com/white-paper.pdf,https://www.linkedin.com/company/34669011/admin/,https://www.github.com/extoke?tab=repositories,https://www.extoke.com/tokensale.html?utm_source=icobench,3,8,1
Estonia,20/12/2018,20/02/2019,5.00E-03,N,0.86,NA,1.30E+10,No,0,0,None,NA,NA,20/11/2018,19/12/2018,NA,ETH,https://ezcash.io/wp-content/uploads/2018/09/EZ-CASH-WP.pdf,https://www.linkedin.com/company/ezcash/,None,https://ezcash.io/?utm_source=icobench,3,10,1
UK,31/05/2018,30/06/2018,0.267044,N,863,8308460,7.20E+07,Yes,1,0,USA,NA,NA,NA,NA,NA,"ETH, QTUM, BTC, Fiat",https://docs.google.com/document/d/1RSIzbSWU9kik_0AZDaBQpsA1fPKyd7eKqjJRIuHas1Y/edit,https://www.linkedin.com/company/fenix-cash/,https://www.github.com/fenixcash?tab=repositories,https://www.fenix.cash/?utm_source=icobench,3,17,0
Thailand,27/03/2018,25/05/2018,0.17,Y,0.73,NA,1520000,Yes,1,0,NA,"1,000 FIC",NA,06/02/2018,07/03/2018,NA,"ETH, BTC, LTC, Various",https://www.florafic.io/assets/documents/white-paper_en.pdf,https://www.linkedin.com/company/flora-innovation-decentralized-co-ltd/,None,https://www.florafic.io/?utm_source=icobench,3,16,1
USA,26/02/2018,26/03/2018,0.36,Y,0.3,NA,NA,No,0,0,"USA, Singapore",NA,NA,12/01/2018,26/02/2018,NA,"ETH, BTC, LTC, Dash",https://fidelium.io/whitepaper_20180108.pdf,https://www.linkedin.com/company/fidelium-inc/,https://www.github.com/fidelium?tab=repositories,http://fidelium.io/?utm_source=icobench,3.4,14,1
Singapore,06/11/2017,05/12/2017,0.934,Y,NA,NA,1.00E+08,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://www.fidentiax.com/whitepaper,https://www.linkedin.com/company/fidentiax/,None,https://token.fidentiax.com/?utm_source=icobench,3.2,9,1
UK,10/11/2017,09/12/2017,482.04,N,NA,NA,NA,NA,0,0,NA,NA,NA,09/10/2017,09/11/2017,223.0439985,ETH,https://fiinu.com/assets/v009/documents/prospectus-final-v1.4.pdf,https://www.linkedin.com/company/fiinu/,https://www.github.com/fiinu?tab=repositories,https://fiinu.com/?utm_source=icobench,3,13,1
Singapore,07/02/2018,28/02/2018,0.5666,Y,NA,NA,NA,NA,0,0,NA,0.1 ETH,NA,07/01/2018,21/01/2018,0.698890936,ETH,https://www.fintrux.com/home/doc/whitepaper.pdf,https://www.linkedin.com/company/fintrux/,https://www.github.com/FintruX?tab=repositories,https://www.fintrux.com/?utm_source=icobench,3.2,10,1
South Africa,20/01/2018,15/03/2018,0.1825,N,0.5,NA,NA,No,1,0,USA,1000FIT,NA,01/12/2017,15/01/2018,NA,"BTC, ETH, LTC, ZEC, WAVES, DASH",https://fittoken.io/wp-content/uploads/2017/11/FIT_TOKENS%20White%20Paper%20Ver1F.pdf,NA,https://www.github.com/FITtoken?tab=repositories,https://www.fittoken.co/?utm_source=icobench,3.1,8,1
UK,10/01/2020,09/02/2020,0.03,N,0.6,NA,3.00E+08,Yes,0,0,"Albania, Bosnia & Herzegovina, Belarus, Democratic Republic of Congo,China,Cuba, Cote d'Ivoire, Iraq, Iran, North Korea, Liberia, Macedonia, Myanmar, Serbia, Sudan, Syria, United States of America and its territories (American Samoa, Guam, the Northern Mariana Islands, Puerto Rico, and the U.S. Virgin Islands), Zimbabwe.",50 USD,Available,08/11/2019,08/01/2020,2.50E-02,ETH,https://flasexchange.com/Documents/Flas-exchange-whitepaper.pdf,https://www.linkedin.com/company/flasexchange/,None,https://flasexchange.com/?utm_source=icobench,3,12,1
